step,x_position,y_position,drivingMode,gameMode,frame,current_checkpoint,surface,reward,total_reward
56,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2285, 2285, 2285, 2285, 2285, 2285, 2285, 2285]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[358, 358, 358, 358, 358, 358, 358, 358]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 2. 2. 2. 2.]
57,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2284, 2284, 2284, 2284, 2284, 2284, 2284, 2284]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[362, 362, 362, 362, 362, 362, 362, 362]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[3. 3. 3. 3. 3. 3. 3. 3.]
58,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2283, 2283, 2283, 2283, 2283, 2283, 2283, 2283]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[366, 366, 366, 366, 366, 366, 366, 366]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[4. 4. 4. 4. 4. 4. 4. 4.]
59,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2282, 2282, 2282, 2282, 2282, 2282, 2282, 2282]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[370, 370, 370, 370, 370, 370, 370, 370]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[5. 5. 5. 5. 5. 5. 5. 5.]
60,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2280, 2280, 2280, 2280, 2280, 2280, 2280, 2280]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[374, 374, 374, 374, 374, 374, 374, 374]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[6. 6. 6. 6. 6. 6. 6. 6.]
61,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2279, 2279, 2279, 2279, 2279, 2279, 2279, 2279]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[378, 378, 378, 378, 378, 378, 378, 378]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[7. 7. 7. 7. 7. 7. 7. 7.]
62,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2276, 2276, 2276, 2276, 2276, 2276, 2276, 2276]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[382, 382, 382, 382, 382, 382, 382, 382]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[8. 8. 8. 8. 8. 8. 8. 8.]
63,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2274, 2274, 2274, 2274, 2274, 2274, 2274, 2274]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[386, 386, 386, 386, 386, 386, 386, 386]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[9. 9. 9. 9. 9. 9. 9. 9.]
64,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2270, 2270, 2270, 2270, 2270, 2270, 2270, 2270]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[390, 390, 390, 390, 390, 390, 390, 390]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[10. 10. 10. 10. 10. 10. 10. 10.]
65,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2267, 2267, 2267, 2267, 2267, 2267, 2267, 2267]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[394, 394, 394, 394, 394, 394, 394, 394]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[11. 11. 11. 11. 11. 11. 11. 11.]
66,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2262, 2262, 2262, 2262, 2262, 2262, 2262, 2262]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[398, 398, 398, 398, 398, 398, 398, 398]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[12. 12. 12. 12. 12. 12. 12. 12.]
67,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2255, 2255, 2255, 2255, 2255, 2255, 2255, 2255]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[402, 402, 402, 402, 402, 402, 402, 402]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[13. 13. 13. 13. 13. 13. 13. 13.]
68,"[3711, 3711, 3711, 3711, 3711, 3711, 3712, 3711]","[2248, 2248, 2248, 2248, 2248, 2248, 2248, 2248]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[406, 406, 406, 406, 406, 406, 406, 406]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[14. 14. 14. 14. 14. 14. 14. 14.]
69,"[3711, 3711, 3711, 3711, 3711, 3711, 3711, 3711]","[2239, 2239, 2239, 2239, 2239, 2239, 2239, 2239]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[410, 410, 410, 410, 410, 410, 410, 410]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[15. 15. 15. 15. 15. 15. 15. 15.]
70,"[3711, 3711, 3711, 3711, 3711, 3711, 3711, 3711]","[2229, 2229, 2229, 2229, 2229, 2229, 2229, 2229]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[414, 414, 414, 414, 414, 414, 414, 414]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[16. 16. 16. 16. 16. 16. 16. 16.]
71,"[3711, 3710, 3711, 3711, 3711, 3711, 3711, 3711]","[2218, 2218, 2218, 2218, 2218, 2218, 2218, 2218]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[418, 418, 418, 418, 418, 418, 418, 418]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[17. 17. 17. 17. 17. 17. 17. 17.]
72,"[3710, 3710, 3710, 3710, 3710, 3710, 3711, 3710]","[2206, 2206, 2206, 2206, 2206, 2206, 2206, 2206]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[422, 422, 422, 422, 422, 422, 422, 422]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[18. 18. 18. 18. 18. 18. 18. 18.]
73,"[3710, 3709, 3710, 3710, 3710, 3710, 3711, 3710]","[2192, 2192, 2192, 2192, 2192, 2192, 2192, 2192]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[426, 426, 426, 426, 426, 426, 426, 426]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[19. 19. 19. 19. 19. 19. 19. 19.]
74,"[3710, 3709, 3710, 3710, 3710, 3710, 3710, 3710]","[2176, 2176, 2176, 2176, 2176, 2176, 2176, 2176]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[430, 430, 430, 430, 430, 430, 430, 430]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[20. 20. 20. 20. 20. 20. 20. 20.]
75,"[3709, 3708, 3709, 3709, 3709, 3709, 3710, 3709]","[2157, 2157, 2157, 2157, 2157, 2157, 2157, 2157]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[434, 434, 434, 434, 434, 434, 434, 434]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[21. 21. 21. 21. 21. 21. 21. 21.]
76,"[3708, 3707, 3708, 3708, 3708, 3708, 3710, 3708]","[2136, 2136, 2136, 2136, 2136, 2136, 2136, 2136]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[438, 438, 438, 438, 438, 438, 438, 438]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[22. 22. 22. 22. 22. 22. 22. 22.]
77,"[3708, 3706, 3708, 3708, 3708, 3708, 3709, 3708]","[2111, 2111, 2111, 2111, 2111, 2111, 2111, 2111]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[442, 442, 442, 442, 442, 442, 442, 442]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[23. 23. 23. 23. 23. 23. 23. 23.]
78,"[3707, 3705, 3707, 3707, 3707, 3707, 3709, 3707]","[2083, 2083, 2083, 2083, 2083, 2083, 2083, 2083]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[446, 446, 446, 446, 446, 446, 446, 446]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[24. 24. 24. 24. 24. 24. 24. 24.]
79,"[3706, 3704, 3706, 3706, 3706, 3706, 3708, 3706]","[2054, 2054, 2054, 2054, 2054, 2054, 2054, 2054]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[450, 450, 450, 450, 450, 450, 450, 450]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[25. 25. 25. 25. 25. 25. 25. 25.]
80,"[3705, 3702, 3705, 3705, 3705, 3705, 3708, 3705]","[2022, 2022, 2022, 2022, 2022, 2022, 2022, 2022]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[454, 454, 454, 454, 454, 454, 454, 454]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[26. 26. 26. 26. 26. 26. 26. 26.]
81,"[3705, 3701, 3705, 3705, 3705, 3705, 3707, 3705]","[1988, 1988, 1988, 1988, 1988, 1988, 1988, 1988]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[458, 458, 458, 458, 458, 458, 458, 458]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[27. 27. 27. 27. 27. 27. 27. 27.]
82,"[3704, 3700, 3704, 3704, 3704, 3704, 3707, 3704]","[1952, 1952, 1952, 1952, 1952, 1952, 1952, 1952]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[462, 462, 462, 462, 462, 462, 462, 462]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[28. 28. 28. 28. 28. 28. 28. 28.]
83,"[3703, 3698, 3703, 3703, 3703, 3703, 3706, 3703]","[1915, 1915, 1915, 1915, 1915, 1915, 1915, 1915]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[466, 466, 466, 466, 466, 466, 466, 466]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[29. 29. 29. 29. 29. 29. 29. 29.]
84,"[3702, 3696, 3702, 3702, 3702, 3702, 3706, 3702]","[1877, 1877, 1877, 1877, 1877, 1877, 1877, 1877]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[470, 470, 470, 470, 470, 470, 470, 470]","[0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[30. 30. 30. 30. 30. 30. 30. 30.]
85,"[3701, 3695, 3701, 3701, 3701, 3701, 3705, 3701]","[1848, 1848, 1848, 1848, 1848, 1848, 1848, 1848]","[6, 6, 6, 6, 6, 6, 6, 6]","[28, 28, 28, 28, 28, 28, 28, 28]","[473, 473, 473, 473, 473, 473, 473, 473]","[1, 1, 1, 1, 1, 1, 1, 1]","[64, 64, 64, 64, 64, 64, 64, 64]",[1. 1. 1. 1. 1. 1. 1. 1.],[31. 31. 31. 31. 31. 31. 31. 31.]
86,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[134, 134, 134, 134, 134, 134, 134, 134]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
87,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[138, 138, 138, 138, 138, 138, 138, 138]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
88,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[142, 142, 142, 142, 142, 142, 142, 142]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
89,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[146, 146, 146, 146, 146, 146, 146, 146]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
90,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[150, 150, 150, 150, 150, 150, 150, 150]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
91,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[154, 154, 154, 154, 154, 154, 154, 154]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
92,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[158, 158, 158, 158, 158, 158, 158, 158]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
93,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[162, 162, 162, 162, 162, 162, 162, 162]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
94,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[166, 166, 166, 166, 166, 166, 166, 166]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
95,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[170, 170, 170, 170, 170, 170, 170, 170]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
96,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[174, 174, 174, 174, 174, 174, 174, 174]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
97,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[178, 178, 178, 178, 178, 178, 178, 178]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
98,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[182, 182, 182, 182, 182, 182, 182, 182]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
99,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[186, 186, 186, 186, 186, 186, 186, 186]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
100,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[190, 190, 190, 190, 190, 190, 190, 190]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
101,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[194, 194, 194, 194, 194, 194, 194, 194]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
102,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[198, 198, 198, 198, 198, 198, 198, 198]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
103,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[202, 202, 202, 202, 202, 202, 202, 202]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
104,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[206, 206, 206, 206, 206, 206, 206, 206]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
105,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[210, 210, 210, 210, 210, 210, 210, 210]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
106,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[214, 214, 214, 214, 214, 214, 214, 214]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
107,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[218, 218, 218, 218, 218, 218, 218, 218]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
108,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[222, 222, 222, 222, 222, 222, 222, 222]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
109,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[226, 226, 226, 226, 226, 226, 226, 226]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
110,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[230, 230, 230, 230, 230, 230, 230, 230]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
111,"[3712, 3712, 3712, 3712, 3712, 3712, 3712, 3712]","[2288, 2288, 2288, 2288, 2288, 2288, 2288, 2288]","[4, 4, 4, 4, 4, 4, 4, 4]","[28, 28, 28, 28, 28, 28, 28, 28]","[234, 234, 234, 234, 234, 234, 234, 234]","[29, 29, 29, 29, 29, 29, 29, 29]","[64, 64, 64, 64, 64, 64, 64, 64]",[0. 0. 0. 0. 0. 0. 0. 0.],[32. 32. 32. 32. 32. 32. 32. 32.]
